timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
7723,-0.97,-0.07,-0.25,0.79,3.60,-0.24
7729,-0.97,-0.10,-0.25,0.06,3.72,-0.24
7736,-0.97,-0.11,-0.25,0.73,3.97,-0.24
7744,-0.96,-0.10,-0.24,1.46,3.91,-0.24
7753,-0.95,-0.10,-0.23,2.69,3.30,-0.24
7761,-0.94,-0.10,-0.22,3.48,2.99,-0.06
7770,-0.95,-0.09,-0.23,3.91,2.62,0.00
7779,-0.97,-0.09,-0.21,4.09,2.01,0.18
7788,-0.99,-0.10,-0.21,3.60,1.59,0.67
7797,-1.00,-0.10,-0.23,2.14,1.59,0.49
7805,-1.00,-0.12,-0.25,1.04,1.65,0.00
7814,-0.97,-0.14,-0.25,-0.31,2.08,0.00
7822,-0.96,-0.14,-0.25,-0.43,1.77,0.06
7831,-0.95,-0.13,-0.24,1.22,1.83,-0.12
7840,-0.96,-0.11,-0.24,3.30,2.32,-0.06
7849,-0.95,-0.09,-0.24,3.72,1.95,-0.06
7858,-0.96,-0.07,-0.23,3.72,1.53,-0.12
7866,-0.96,-0.07,-0.21,3.11,1.34,-0.24
7875,-0.97,-0.08,-0.19,1.77,0.92,-0.12
7884,-0.97,-0.09,-0.19,1.22,-0.06,-0.12
7892,-0.98,-0.10,-0.19,1.28,-0.98,-0.31
7901,-0.99,-0.12,-0.19,1.16,-1.83,-0.12
7910,-0.99,-0.12,-0.21,1.34,-2.87,0.31
7918,-0.99,-0.12,-0.21,1.89,-3.54,0.49
7927,-0.98,-0.12,-0.21,2.81,-3.91,0.24
7936,-0.98,-0.10,-0.23,2.56,-4.39,0.00
7944,-0.98,-0.09,-0.24,2.38,-4.64,-0.24
7953,-0.97,-0.10,-0.24,2.26,-4.46,-0.18
7962,-0.96,-0.10,-0.24,1.95,-4.64,-0.12
7971,-0.95,-0.09,-0.23,1.34,-5.19,-0.43
7979,-0.96,-0.10,-0.23,0.67,-5.19,-0.55
7988,-0.97,-0.11,-0.23,0.49,-5.31,-0.55
7996,-0.96,-0.11,-0.22,0.43,-6.04,-0.49
8005,-0.95,-0.11,-0.21,0.73,-6.65,-0.43
8014,-0.96,-0.12,-0.21,1.71,-7.20,0.00
8023,-0.98,-0.12,-0.22,1.40,-7.81,0.43
8031,-1.00,-0.10,-0.21,0.67,-8.48,0.31
8040,-1.01,-0.08,-0.18,0.18,-9.28,0.18
8049,-1.01,-0.08,-0.14,-1.34,-10.50,0.12
8057,-1.01,-0.09,-0.08,-3.60,-13.43,-0.12
8066,-1.01,-0.10,-0.03,-4.09,-17.21,-0.37
8075,-1.02,-0.12,-0.00,-2.69,-21.55,-0.67
8084,-1.05,-0.14,0.01,0.67,-26.31,-0.49
