timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
5728,-0.99,-0.07,-0.08,0.00,0.24,-0.61
5734,-0.99,-0.07,-0.08,-0.37,0.24,-0.67
5741,-0.99,-0.07,-0.08,-0.49,0.06,-0.73
5749,-0.99,-0.06,-0.08,-0.37,-0.12,-0.79
5758,-0.98,-0.06,-0.09,-0.12,-0.18,-0.61
5767,-0.99,-0.07,-0.09,0.43,-0.18,-0.43
5775,-0.99,-0.07,-0.09,0.31,-0.18,-0.49
5784,-0.99,-0.07,-0.09,0.43,0.00,-0.67
5793,-0.99,-0.06,-0.09,0.73,0.12,-0.55
5801,-0.99,-0.07,-0.09,0.61,0.00,-0.67
5810,-0.99,-0.08,-0.09,0.49,0.00,-0.67
5819,-0.99,-0.07,-0.09,0.61,-0.06,-0.61
5827,-0.99,-0.07,-0.09,1.16,0.00,-0.61
5836,-0.99,-0.07,-0.10,0.98,0.00,-0.73
5845,-0.99,-0.07,-0.10,0.98,0.00,-0.79
5854,-0.99,-0.06,-0.09,1.10,0.12,-0.79
5862,-0.99,-0.07,-0.09,1.71,0.18,-0.85
5871,-0.99,-0.07,-0.09,2.50,0.49,-0.67
5880,-0.99,-0.07,-0.09,2.81,0.73,-0.67
5889,-0.99,-0.07,-0.09,2.32,0.85,-0.73
5897,-0.99,-0.08,-0.09,2.26,0.79,-0.79
5906,-0.99,-0.08,-0.09,1.71,0.85,-1.10
5914,-0.99,-0.07,-0.09,1.59,0.79,-1.22
5923,-0.99,-0.07,-0.09,1.65,0.49,-1.04
5932,-0.99,-0.07,-0.09,1.83,0.55,-1.10
5941,-0.99,-0.07,-0.09,1.83,0.79,-1.22
5949,-0.99,-0.07,-0.09,2.20,0.92,-1.22
5958,-0.99,-0.07,-0.09,1.34,1.04,-1.34
5967,-0.99,-0.06,-0.09,1.10,1.16,-1.40
5976,-0.99,-0.06,-0.08,1.53,0.98,-1.16
5984,-0.99,-0.06,-0.08,2.08,1.16,-1.22
5993,-0.99,-0.07,-0.09,2.56,1.28,-1.04
6002,-0.99,-0.08,-0.08,2.26,1.22,-1.16
6010,-0.99,-0.08,-0.08,1.59,1.22,-1.34
6019,-0.99,-0.07,-0.09,1.40,1.16,-1.22
6028,-0.99,-0.06,-0.09,1.53,1.40,-1.22
6037,-0.99,-0.06,-0.10,1.71,1.53,-1.28
6045,-0.99,-0.06,-0.09,2.14,1.65,-1.22
6054,-0.99,-0.06,-0.09,2.38,1.89,-1.28
6063,-0.99,-0.06,-0.10,2.20,2.32,-1.34
6071,-0.99,-0.06,-0.10,2.87,2.50,-0.98
6080,-0.99,-0.06,-0.10,3.30,2.75,-0.85
6089,-0.99,-0.06,-0.11,3.66,3.11,-0.73
6097,-1.00,-0.06,-0.13,4.33,3.78,-0.73
6106,-1.00,-0.04,-0.14,5.74,4.64,-0.92
6115,-0.99,-0.06,-0.15,6.96,6.10,-1.16
6124,-1.00,-0.09,-0.18,7.20,7.63,-0.85
6132,-1.01,-0.09,-0.20,5.86,9.28,-0.85
6141,-1.01,-0.08,-0.20,4.88,11.29,-0.98
6150,-1.01,-0.07,-0.21,4.03,13.61,-1.16
6158,-1.01,-0.05,-0.21,3.66,16.05,-1.04
6167,-1.02,-0.03,-0.21,3.78,18.13,-0.98
6176,-1.04,-0.04,-0.22,3.17,20.69,-1.16
6184,-1.04,-0.04,-0.20,1.16,24.05,-1.10
6193,-1.03,-0.03,-0.18,-1.40,26.67,-0.92
6202,-1.03,-0.04,-0.17,-2.32,28.08,-0.49
6211,-1.03,-0.06,-0.15,-1.71,28.99,0.12
6219,-1.00,-0.08,-0.12,-0.12,30.94,0.24
6228,-0.98,-0.08,-0.06,1.59,32.59,0.00
6237,-0.96,-0.08,0.01,1.28,33.39,-0.67
6245,-0.94,-0.08,0.07,1.04,32.96,-1.10
6254,-0.93,-0.09,0.11,2.87,31.07,-0.85
6263,-0.94,-0.11,0.13,4.64,27.77,-0.18
6271,-0.96,-0.12,0.15,3.91,24.23,0.24
6280,-0.97,-0.10,0.19,1.22,21.18,-0.18
6289,-0.97,-0.07,0.24,-3.05,19.04,-1.40
6298,-0.96,-0.04,0.25,-5.92,16.60,-2.01
